Identifier,Title#1,Description#1,Description Type#1,Description#2,Description Type#2,Description#3,Description Type#3,Subject#1,Subject Type#1,Subject#10,Subject Type#10,Subject#11,Subject Type#11,Subject#12,Subject Type#12,Subject#13,Subject Type#13,Subject#14,Subject Type#14,Subject#15,Subject Type#15,Subject#16,Subject Type#16,Subject#17,Subject Type#17,Subject#18,Subject Type#18,Subject#19,Subject Type#19,Subject#2,Subject Type#2,Subject#3,Subject Type#3,Subject#4,Subject Type#4,Subject#5,Subject Type#5,Subject#6,Subject Type#6,Subject#7,Subject Type#7,Subject#8,Subject Type#8,Subject#9,Subject Type#9,Source#1,Creator#1,Creator Type#1,Contributor#1,Contributor Type#1,Contributor#2,Contributor Type#2,Contributor#3,Contributor Type#3,Contributor#4,Contributor Type#4,Contributor#5,Contributor Type#5,Contributor#6,Contributor#7,Rights,Date#1,Format Medium#1,Format Media Type#1,Language#1,Language#2,Language#3,ln_RECORDID,ln_RECORD_BATCHID,lnexp_MEDIAFILENAME
narv_#50-21Lecture9-23-75End,Stan Brakhage on the Méliès brothers and Jean Cocteau - Part 2,"Continues 'Stan Brakhage on the Méliès brothers and Jean Cocteau - Part 1.' Stan Brakhage discusses how society can force artists to create art that fits their needs, rather than true art. Brakhage then shows one of Georges Méliès' films. Then he analyzes Jean Cocteau's 'The Blood of a Poet.' Brakhage finally explains how Cocteau was a poet.",Abstract,00:00 Brakhage begins 10:18 Brakhage ends 10:19 Clip from film begins (film has no audio) 12:59 Clip from film ends 13:06 Brakhage begins 45:39 End,SegmentSequence,"Course title: History of Film: ""I as Eye"" (Film and First Person Singular) - The School of the Art Institute of Chicago",Venue,Artists,lcsh,,,,,,,,,,,,,,,,,,,,,"Méliès, Georges, 1861-1938",naf,"Cocteau, Jean, 1889-1963",naf,Blood of a Poet (Motion picture),,Motion picture industry,lcsh,,,,,,,,,narv_#50-21Lecture9-23-75End,"Brakhage, Stan",naf,,,,,,,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,9/23/1975,audio/mp3,Sound,English,,,1086097,4606,%2350-21+lecture+9-23-75+end.jpg
narv_#50-22OrigForPoetryBasilBunting1-2Begin,Basil Bunting reading his poems - Part 1-2 (Beginning),"Basil Bunting reads some of his poems, including 'The Complaint of the Morpethshire Farmer' and 'Chomei at Toyama.' Music is interspersed between clips of Bunting reading Chomei at Toyama. Continued on 'Basil Bunting reading his poems - Part 2 (End) - Part 3.'",Abstract,00:00 Audio clip begins 03:49 Audio clip ends 03:51 Basil Bunting begins 06:23 Bunting ends 06:24 Audio clip begins 08:18 Audio clip ends 08:35 Bunting begins 16:42 Bunting ends 16:47 Audio clip begins 19:47 Audio clip ends 19:57 Audio clip begins 22:22 Audio clip ends 23:07 Audio clip begins 23:58 Audio clip ends 24:04 Bunting begins 27:10 Bunting ends 27:12 Audio clip begins 33:38 End,SegmentSequence,,,"Bunting, Basil",naf,,,,,,,,,,,,,,,,,,,,,"Poetry, Modern -- 20th century",lcsh,Literary readings (Radio programs),lcsh,,,,,,,,,,,,,narv_#50-22OrigForPoetryBasilBunting1-2Begin,"Brakhage, Stan",naf,"Bunting, Basil",naf,,,,,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,,sound/mp3,Sound,English,,,1086099,4606,%2350-22+Orig.+for+Poetry+%28Basil+Bunting%29+1%2B2begin.jpg
narv_#50-23OrigForPoetryBasil Bunting2End-3,Basil Bunting reading his poems - Part 2 (End) - Part 3,Continues 'Basil Bunting reading his poems - Part 1-2 (Beginning).' Basil Bunting continues to read 'Chomei at Toyama.' The same music from the first lectures plays. Bunting then reads 'Attis: Or Something Missing' while various musical clips are played between the verses. He reads a verse from 'Odes: 36.' This is followed by more music.,Abstract,00:00 Basil Bunting begins 08:44 Bunting ends 08:48 Audio clip begins 12:00 Audio clip ends 12:54 Bunting begins 16:16 Bunting ends 16:20 Audio clip begins 19:12 Audio clip ends 19:15 Bunting begins 25:53 Bunting ends 25:54 Audio clip begins 30:37 Audio clip ends 30:38 Bunting begins 31:27 Bunting ends 31:28 Audio clip begins 35:07 End,SegmentSequence,,,"Bunting, Basil",naf,,,,,,,,,,,,,,,,,,,,,"Poetry, Modern -- 20th century",lcsh,Literary readings (Radio programs),,,,,,,,,,,,,,narv_#50-23OrigForPoetryBasil Bunting2End-3,"Brakhage, Stan",naf,"Bunting, Basil",naf,,,,,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,,audio/mp3,Sound,English,,,1086101,4606,%2350-23+Orig.+for+Poetry+%28Basil+Bunting%29+2end%2B3.jpg
narv_#50-24OrigForPoetrySalomeRilke4-5Begin,"Stan Brakhage on Eugene Salome, Paul Hindemith, and Rainer Maria Rilke - Part 1","Stan Brakhage reads a poem about war, which he wrote in high school. Brakhage mentions some facts about Eugene Salome. Salome recalls being a spy during World War II in an interview. Brakhage compares his own poem to Salome's interview. He describes Rainer Maria Rilke's Das Marienleben. Salome describes the inspiration for 'Das Marienleben' and reads the first elegy from Rilke's Duino Elegies. An audio clip of 'Geburt Mariä' from Paul Hindemith's 'Das Marienleben' plays. Brakhage tells a personal story about Salome. Brakhage compares the first and second elegy from Duino Elegies. Salome reads the second elegy from Duino Elegies. Continued on 'Stan Brakhage on Eugene Salome and Rainer Maria Rilke - Part 2.'",Abstract,00:00 Audio clip begins 00:58 Audio clip ends 00:59 Stan Brakhage begins 02:10 Brakhage ends 02:11 Brakhage begins 05:24 Brakhage ends 05:25 Audio clip begins 14:30 Audio clip ends 14:31 Brakhage begins 22:04 Brakhage ends 22:05 Eugene Salome begins 27:59 Salome ends 28:02 Audio clip begins 32:07 Audio clip ends 32:08 Brakhage begins 38:45 Brakhage ends 38:46 Salome begins 41:24 Salome ends 41:25 Brakhage begins 43:17 Brakhage ends 43:18 Salome begins 47:45 End,SegmentSequence,,,"Brakhage, Stan",naf,,,,,,,,,,,,,,,,,,,,,Literary readings (Radio programs),lcsh,"Salome, Eugene A.",naf,"Rilke, Rainer Maria, 1875-1926",naf,"Poetry, German -- 20th century",lcsh,,,,,,,,,narv_#50-24OrigForPoetrySalomeRilke4-5Begin,"Brakhage, Stan",naf,"Salome, Eugene A.",naf,,,,,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,,audio/mp3,Sound,English,German,,1086103,4606,%2350-24+Orig.+for+Poetry+%28Salome%2BRilke%294%2B5begin.jpg
narv_#50-25OrigForPoetry5End-6,"Stan Brakhage on Eugene Salome, Paul Hindemith, and Rainer Maria Rilke - Part 1","Continues 'Stan Brakhage on Eugene Salome, Paul Hindemith, and Rainer Maria Rilke - Part 1.' Stan Brakhage analyzes the second elegy from Rainer Maria Rilke's 'Duino Elegies.' Eugene Salome finishes reading the second elegy. Audio clips of 'Mariä Heimsuchung' and 'Argwohn Josephs' from Paul Hindemith's 'Das Marienleben' play. Brakhage summarizes 'Argwohn Josephs.' He describes Rilke's relationship with his mother and religion. Salome reads the third elegy from 'Duino Elegies.' Salome analyzes the fourth elegy and reads it. An audio clip of 'Rast auf der Flucht in Ägypten' from Hindemith's 'Das Marienleben' plays. Continued on 'Stan Brakhage on Eugene Salome, Paul Hindemith, and Rainer Maria Rilke - Part 3.'",Abstract,00:00 Stan Brakhage begins 06:24 Brakhage ends 06:25 Eugene Salome begins 07:22 Salome ends 07:24 Audio clip begins 11:08 Audio clip ends 11:33 Audio clip begins 13:15 Audio clip ends 13:16 Brakhage begins 19:59 Brakhage ends 20:00 Salome begins 25:13 Salome ends 25:15 Audio clip begins 29:46 Audio clip ends 29:47 Brakhage begins 30:51 Brakhage ends 30:52 Salome begins 37:28 Salome ends 37:29 Audio clip begins 41:43 End,SegmentSequence,,,"Salome, Eugene A.",naf,,,,,,,,,,,,,,,,,,,,,"Rilke, Rainer Maria, 1875-1926",naf,"Poetry, German -- 20th century",lcsh,Oral interpretation of poetry,lcsh,"Rilke, Rainer Maria, 1875-1926. Duineser Elegien",lcsh,Music -- 20th century,lcsh,"Hindemith, Paul, 1895-1963. Das Marienleben.",lcsh,,,,,narv_#50-25OrigForPoetry5End-6,"Brakhage, Stan",naf,,,,,,,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,,audio/mp3,Sound,English,German,,1086105,4606,%2350-25+Orig.+for+Poetry+5+end%2B6.jpg
narv_#50-26LectureOrigCocteauAnger,Stan Brakhage on Jean Cocteau and Kenneth Anger #26,"Stan Brakhage describes how Jean Cocteau draws on poems and stage writing to make his films. Then, he notes Cocteau's and Anger's mask symbolism. Brakhage then talks about beats and rhythm. He gives some examples of tragic lovers. Brakhage then analyzes Cocteau's film 'Orpheus.' He goes into more detail about the myth of Tristan and relates it to 'The Eternal Return,' which he plays. He also analyzes Kenneth Anger's film, 'Rabbit's Moon' and plays it. Brakhage then tells the story of the making of 'Rabbit's Moon.'",Abstract,00:00 Brakhage begins 42:55 Brakhage ends 43:01 Clip from film begins 43:32 Clip from film ends 43:44 Brakhage begins 57:54 Brakhage ends 57:59 Clip from film begins 59:04 Clip from film ends 59:05 Brakhage begins 1:11:49 End,SegmentSequence,"Course title: History of Film: ""I as Eye"" (Film and First Person Singular) - The School of the Art Institute of Chicago",Venue,"Anger, Kenneth",naf,,,,,,,,,,,,,,,,,,,,,"Cocteau, Jean, 1889-1963",naf,Orphée (Motion picture),lcsh,Motion pictures and literature,lcsh,Masks in motion pictures,lcsh,Eternal Return (Motion picture),,Tristan (Legendary character),lcsh,Symbolism in motion pictures,lcsh,Lune des lapins (Motion picture),lcsh,narv_#50-26LectureOrigCocteauAnger,"Brakhage, Stan",naf,,,,,,,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,10/20/1975,audio/mp3,Sound,English,,,1086107,4606,%2350-26+lecture+orig.Cocteau%2C+Anger.jpg
narv_#50-27LectureOrigTestamentOfOrpheusLuciferRising,Stan Brakhage on Jean Cocteau and Kenneth Anger #27,"Stan Brakhage gives his thoughts on barber small talk and Eurocentric thinking and how this relates to appreciating Jean Cocteau's work. He plays 'Testament of Orpheus' and analyzes it. Brakhage discusses the music in 'Testament of Orpheus,' which leads to a discussion about music and Stravinsky. Brakhage then tells how films are unreliable testimony in court and recalls a personal story about being a witness for the trial of Dennis Banks. Brakhage notes how Cocteau and Anger use masks in their films. Brakhage describes Anger's personal beliefs and his filmmaking process. Brakhage then analyzes 'Lucifer Rising.'",Abstract,00:00 Brakhage begins 16:30 Brakhage ends 16:43 Clip from film begins 21:09 Clip from film ends 21:15 Questions from the audience begin 1:33:16 End,SegmentSequence,"Course title: History of Film: ""I as Eye"" (Film and First Person Singular) - The School of the Art Institute of Chicago",Venue,"Anger, Kenneth",naf,Motion picture music,lcsh,,,,,,,,,,,,,,,,,,,"Banks, Dennis",naf,Witnesses,lcsh,Lucifer Rising (Motion picture),,"Stravinsky, Igor, 1882-1971",naf,"Cocteau, Jean, 1889-1963",naf,Filmmaking (Motion pictures),lcsh,Masks in motion pictures,lcsh,Testament of Orpheus (Motion picture),lcsh,narv_#50-27LectureOrigTestamentOfOrpheusLuciferRising,"Brakhage, Stan",naf,,,,,,,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,11/3/1975,audio/mp3,Sound,English,,,1086109,4606,%2350-27+lecture+orig.+Testament+of+Orpheus%2BLucifer+Rising.jpg
narv_#50-28LectureOrigChaplinAndBroughton,Stan Brakhage on Charlie Chaplin and James Broughton - Part 1,"Stan Brakhage discusses some of the class requirements and whether the class will give credit hours. He then gives a biography of Charlie Chaplin and some of the inspirations in his films. Brakhage describes the origin of slapstick comedy and its relationship to James Broughton. He then talks about Chaplin's parents. He notes Chaplin's process to becoming an artist and remarks that comics tend to do their job ""for their mother."" Brakhage ends with some personal stories about Broughton. Continued on 'Stan Brakhage on Charlie Chaplin and James Broughton - Part 2.'",Abstract,00:04 Stan Brakhage begins 1:17:03 Brakhage ends 1:17:09 Questions from the audience begin 1:29:07 Questions from the audience end 1:29:14 Brakhage begins 1:34:20 End,SegmentSequence,"Course title: History of Film: ""I as Eye"" (Film and First Person Singular) - The School of the Art Institute of Chicago",Venue,Artists,lcsh,,,,,,,,,,,,,,,,,,,,,"Chaplin, Charlie, 1889-1977",naf,"Broughton, James, 1913-1999",naf,Slapstick comedy films,lcsh,,,,,,,,,,,narv_#50-28LectureOrigChaplinAndBroughton,"Brakhage, Stan",naf,,,,,,,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,11/17/1975,audio/mp3,Sound,English,,,1086111,4606,%2350-28+lecture+orig.+Chaplin+and+Broughton.jpg
narv_#50-29LectureOrigChaplinBroughtonEnd,Stan Brakhage on Charlie Chaplin and James Broughton - Part 2,"Continues 'Stan Brakhage on Charlie Chaplin and James Broughton - Part 1.' Stan Brakhage describes some of James Broughton's art, including his poetry and films. Then he describes Broughton's personality and mannerisms. Brakhage notes the relationship between sex, love, and death.",Abstract,00:00 Stan Brakhage begins 16:45 End,SegmentSequence,"Course title: History of Film: ""I as Eye"" (Film and First Person Singular) - The School of the Art Institute of Chicago",Venue,"Broughton, James, 1913-1999",naf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,narv_#50-29LectureOrigChaplinBroughtonEnd,"Brakhage, Stan",naf,,,,,,,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,11/17/1975,audio/mp3,Sound,English,,,1086113,4606,%2350-29+lecture+Orig.+Chaplin%2BBroughton%28end%29.jpg
narv_#50-2MichaelMcCluresinging,Michael McClure singing,Michael McClure plays his guitar. He sings two songs.,Abstract,00:06 Music begins 00:46 Music ends 00:51 Stan Brakhage begins 01:00 Brakhage ends 01:03 Music begins 07:25 Music ends 07:35 Music begins 15:52 End,SegmentSequence,,,Poets -- 20th century,lcsh,,,,,,,,,,,,,,,,,,,,,"McClure, Michael",naf,Music -- 20th century -- Miscellanea,lcsh,Singing -- United States -- 1960-1970,,,,,,,,,,,,narv_#50-2MichaelMcCluresinging,"Brakhage, Stan",naf,"McClure, Michael",naf,,,,,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,,audio/mp3,Sound,English,,,1086093,4606,%2350-2++Michael+McClure+singing.jpg
